#Coordiantes
#X 	 Y 	 Z
#Triangle 
-0.343942	0.822784	0
-0.391999	0.80447	0
-0.356445	0.771312	0
-0.343942	0.822784	0

#Triangle 
-0.302695	0.771641	0
-0.343942	0.822784	0
-0.356445	0.771312	0
-0.302695	0.771641	0

#Triangle 
-0.302695	0.771641	0
-0.333578	0.729325	0
-0.356445	0.771312	0
-0.302695	0.771641	0

#Triangle 
-0.302695	0.771641	0
-0.283546	0.723668	0
-0.333578	0.729325	0
-0.302695	0.771641	0

#Triangle 
-0.314304	0.689653	0
-0.283546	0.723668	0
-0.333578	0.729325	0
-0.314304	0.689653	0

#Triangle 
-0.314304	0.689653	0
-0.283546	0.723668	0
-0.277783	0.679406	0
-0.314304	0.689653	0

#Triangle 
-0.233148	0.709525	0
-0.283546	0.723668	0
-0.277783	0.679406	0
-0.233148	0.709525	0

#Triangle 
-0.233148	0.709525	0
-0.277783	0.679406	0
-0.242272	0.658184	0
-0.233148	0.709525	0

#Triangle 
-0.233148	0.709525	0
-0.201331	0.674962	0
-0.242272	0.658184	0
-0.233148	0.709525	0

#Triangle 
-0.201331	0.674962	0
-0.215356	0.63545	0
-0.242272	0.658184	0
-0.201331	0.674962	0

#Triangle 
-0.174248	0.626932	0
-0.201331	0.674962	0
-0.215356	0.63545	0
-0.174248	0.626932	0

#Triangle 
-0.174248	0.626932	0
-0.215356	0.63545	0
-0.21318	0.5952	0
-0.174248	0.626932	0

#Triangle 
-0.174248	0.626932	0
-0.177932	0.584175	0
-0.21318	0.5952	0
-0.174248	0.626932	0

#Triangle 
-0.177932	0.584175	0
-0.21318	0.5952	0
-0.198749	0.549793	0
-0.177932	0.584175	0

#Triangle 
-0.177932	0.584175	0
-0.198749	0.549793	0
-0.151731	0.554899	0
-0.177932	0.584175	0

#Triangle 
-0.198749	0.549793	0
-0.151731	0.554899	0
-0.162493	0.513533	0
-0.198749	0.549793	0

#Triangle 
-0.119525	0.521613	0
-0.151731	0.554899	0
-0.162493	0.513533	0
-0.119525	0.521613	0

#Triangle 
-0.127445	0.479054	0
-0.119525	0.521613	0
-0.162493	0.513533	0
-0.127445	0.479054	0

#Triangle 
-0.127445	0.479054	0
-0.119525	0.521613	0
-0.0855984	0.494314	0
-0.127445	0.479054	0

#Triangle 
-0.0800836	0.539944	0
-0.119525	0.521613	0
-0.0855984	0.494314	0
-0.0800836	0.539944	0

#Triangle 
-0.0465288	0.509199	0
-0.0800836	0.539944	0
-0.0855984	0.494314	0
-0.0465288	0.509199	0

#Triangle 
-0.0465288	0.509199	0
-0.0496913	0.463123	0
-0.0855984	0.494314	0
-0.0465288	0.509199	0

#Triangle 
-0.0465288	0.509199	0
-0.0496913	0.463123	0
-0.012084	0.479979	0
-0.0465288	0.509199	0

#Triangle 
-0.0496913	0.463123	0
-0.012084	0.479979	0
-0.0172636	0.431158	0
-0.0496913	0.463123	0

#Triangle 
0.0242534	0.447004	0
-0.012084	0.479979	0
-0.0172636	0.431158	0
0.0242534	0.447004	0

#Triangle 
0.0242534	0.447004	0
0.019369	0.396168	0
-0.0172636	0.431158	0
0.0242534	0.447004	0

#Triangle 
0.0242534	0.447004	0
0.0667784	0.417065	0
0.019369	0.396168	0
0.0242534	0.447004	0

#Triangle 
0.0683336	0.359835	0
0.0667784	0.417065	0
0.019369	0.396168	0
0.0683336	0.359835	0

#Triangle 
0.106075	0.39635	0
0.0683336	0.359835	0
0.0667784	0.417065	0
0.106075	0.39635	0

#Triangle 
0.106075	0.39635	0
0.11796	0.445471	0
0.0667784	0.417065	0
0.106075	0.39635	0

#Triangle 
0.106075	0.39635	0
0.11796	0.445471	0
0.151007	0.394145	0
0.106075	0.39635	0

#Triangle 
0.175319	0.439894	0
0.11796	0.445471	0
0.151007	0.394145	0
0.175319	0.439894	0

#Triangle 
0.175319	0.439894	0
0.151007	0.394145	0
0.190269	0.407844	0
0.175319	0.439894	0

#Triangle 
0.200762	0.369588	0
0.151007	0.394145	0
0.190269	0.407844	0
0.200762	0.369588	0

#Triangle 
0.200762	0.369588	0
0.233673	0.427111	0
0.190269	0.407844	0
0.200762	0.369588	0

#Triangle 
0.255359	0.373045	0
0.200762	0.369588	0
0.233673	0.427111	0
0.255359	0.373045	0

#Triangle 
0.255359	0.373045	0
0.291094	0.412968	0
0.233673	0.427111	0
0.255359	0.373045	0

#Triangle 
0.255359	0.373045	0
0.291094	0.412968	0
0.301331	0.378369	0
0.255359	0.373045	0

#Triangle 
0.291094	0.412968	0
0.301331	0.378369	0
0.32769	0.399346	0
0.291094	0.412968	0

#Triangle 
0.343461	0.355726	0
0.301331	0.378369	0
0.32769	0.399346	0
0.343461	0.355726	0

#Triangle 
0.343461	0.355726	0
0.373352	0.41126	0
0.32769	0.399346	0
0.343461	0.355726	0

#Triangle 
0.343461	0.355726	0
0.373352	0.41126	0
0.400574	0.367308	0
0.343461	0.355726	0

#Triangle 
0.432966	0.425996	0
0.373352	0.41126	0
0.400574	0.367308	0
0.432966	0.425996	0

#Triangle 
0.432966	0.425996	0
0.45304	0.369704	0
0.400574	0.367308	0
0.432966	0.425996	0

#Triangle 
0.45304	0.369704	0
0.400574	0.367308	0
0.423205	0.328984	0
0.45304	0.369704	0

#Triangle 
0.471676	0.317253	0
0.45304	0.369704	0
0.423205	0.328984	0
0.471676	0.317253	0

#Triangle 
0.419762	0.283299	0
0.471676	0.317253	0
0.423205	0.328984	0
0.419762	0.283299	0

#Triangle 
0.419762	0.283299	0
0.471676	0.317253	0
0.464592	0.258247	0
0.419762	0.283299	0

#Triangle 
0.51045	0.276506	0
0.471676	0.317253	0
0.464592	0.258247	0
0.51045	0.276506	0

#Triangle 
0.51045	0.276506	0
0.464592	0.258247	0
0.512829	0.228985	0
0.51045	0.276506	0

#Triangle 
0.51045	0.276506	0
0.512829	0.228985	0
0.545915	0.248668	0
0.51045	0.276506	0

#Triangle 
0.512829	0.228985	0
0.545915	0.248668	0
0.56408	0.215593	0
0.512829	0.228985	0

#Triangle 
